Arabic,Franko
مشافيه,m$afeh
معجونه,m3joneh
عمتك,3mtk
مريضه,mre9'ah
غزني,3'zni
شكالك,$kalek
بشتريلك,b$trelk
قناع,8ena3
بتفتفت,btftft
كويسه,koeseh
كبيها,kobeha
الزباله,elzbaleh
يخربن,y5rbn
تعرفي,t3rfe
عامود,3amod
قوليلها,8olelha
اشرب,a$rb
زيحي,ze7i
تختك,t5tk
اكبو,akebo
مليحه,mle7eh
اخبيها,a5beha
اعطيها,a36eha
حبوبتي,7bobty
اقعدي,o83de
تروح,tro7
تقرا,t8ra
نطفي,n6fi
الضو,el9'o
نصحى,ne97a
متخبيه,mt5beh
تجيبلك,tjeblk
سكينه,skeneh
معالق,m3ale8
طناجر,6najer
تلحقيها,tl78eha
تذكر,t4kr
بتبوسيها,btboseha
صوره,9orah
السماء,elsma
العقبه,el38bah
تسولفي,tsolfi
طاحونتك,6a7ontek
للمغص,llm3'9
تحميله,t7meleh
حاقده,7a8deh
بتتسممي,bttsmmi
طوليه,6awleh
مرشحه,mr$7eh
حبيبة,7bebt
حراره,7rarah
شاطره,$a6reh
حبيبه,7bebeh
بوجعني,bwj3ni
تعيطيش,t3e6e$
بعيدها,b3edha
شوفيلي,$ofele
شامه,$ameh
سودا,soda
جرح,jr7
بفرجيكي,bfrjeki
لقاء,le8a2
بطني,b6ni
سمعه,sem3oh
رسمت,rsmt
طبشوره,6b$orah
جعلها,j3lha
دكانه,dokaneh
نعمل,n3ml
الجديده,eljadedeh
التراب,eltrab
سراقات,sra8at
تتحملي,tt7mli
ضغطك,9'3'6ek
بنخنق,bn5n8
بتشيلي,bt$ele
نكتلها,nktlha
المدرسه,elmdrseh
احتمال,27tmal
مطعم,mat3m
نزار,nizar
اطش,atesh
رجعلي,rj3li
بشكل,bshakil
جزئي,joz2i
جنانا,jnana
هبلنا,hblna
الغنى,al3'ona
خريف,5reef
فاضيه,fadyh
منتي,mnti
بتعرفش,bt3rfe$
تذكرتيها,t4krtiiha
الفصل,elfsl
شحني,sha7ni
اغنيه,o3'nyh
فعيونك,f3yonak
ابيه,abyh
اتسليني,atslene
بترن,btrn
بنحكي,bn7ki
لترني,ltrne
لسنه,lsneh
ولك,wlik
طالعتلك,tal3etlik
مرجعنا,mrje3na
بضايقني,b9'ay8ni
بحافظ,b7af6'
صلاتو,slato
الصلاه,alsla
ريناد,rinad
طلعتي,tl3ti
مناكير,mnaker
يساعدك,yes3dik
يبين,ybyin
بالعربي,bl3rbi
حوليه,7wleh
افتحي,aft7i
تصرفت,tsrft
اعيش,a3ish
بتشوفي,btshofi
بنام,bnam
خابره,5ibrh
ازبط,2zbt
بعلمك,b3lmk
اعملي,e3mli
بالصور,blswr
احزري,i7zri
جهز,jhz
مصخم,ms5m
ليمون,laymon
بنعنع,bn3n3
تشربي,tshrbi
ازوء,azwa2
اجبرو,ajbro
احكيلو,a7kelo
بالمختصر,blm5tsr
البسو,2lbso
بلبسو,blbso
بشعري,bsh3re
ردك,radik
بديما,bdema
الطرفين,altarfen
العلقه,al3la8a
ملايين,mlayen
الغالي,al3'ale
اسود,2swad
اذنك,a4nk
بعيش,b3esh
ناقصني,na8sni
اقدم,2a8dm
استدعى,astd3a
تقبلو,t8blo
الباميه,2lbamia
جدله,jdla
بجيبها,bjebha
لأجيبها,l2jebha
بنتفهم,bntfhm
فاتحه,fat7a
بدهم,bdhm
كاشف,kashef
اجيبها,ajebha
بشده,bshdeh
المستقبله,almst8bleh
دفش,dafsh
دفشه,dafsha
يسامحنا,ysm7na
بهمهوش,bhmhosh
بتجيبو,btjebo
غريبه,3'rebh
افهمو,afhmo
وراكم,wrakm
يخرب,y5rab
احزاني,a7zani
صحبتنا,s7btna
بنخرب,bn5rb
الدنيا,aldinea
انكون,ankon
مبسوطين,mbsoten
ثانوي,thanwe
تبيني,tbene
عزيزتي,3zezti
المتكلم,almutklm
شحطه,sh76a
روحيلي,ro7ele
نسينا,nsena
تلبيلي,tlbele
اطلبي,2ltalb
بشبهو,b$bho
قريب,8rayb
بيعترف,by3trf
مقصوده,m8sodeh
بتنغزو,btn3'zo
شوكه,shoke
اطلبي,26lbe
اجيبلك,2jeblk
عزيزات,3zezat
تمشكلت,tmshklt
بتمشكل,btmshkl
غيث,gaith
تولين,tolen
اشربو,2shrbo
عماد,emad
ديما,dema
ينكد,ynkd
اصبغ,asb3'
اقصو,2a8su
احضرتو,a7drto
ابكي,abki
قدرت,8drt
اكمل,akml
الحلقه,al7l8a
طبعا,tb3n
تلت,talt
حلقات,7l8at
بعديه,b3deh
برجع,brj3
لحياتو,l7yato
طبيعيه,tb3eh
لهدرجه,lhdrjh
تحكيلي,t7keli
وصلت,wsalet
بحزن,b7zn
ضليت,dalet
تبكي,tbki
فريحه,fare7a
تكملها,tkmlha
للمسلسل,llmsalsl
جزء,jz2
ضحكيني,9'7keni
عرضو,3rdo
ادعيلنا,id3elna
سويتلك,swatlek
اشي,ishy
محسسني,m7sesni
ضهرك,dahrak
صورت,surt
صحبه,suhbeh
شويت,shwyet
افضح,afdah
بالمشاكل,blmshakel
بنتين,bnten
شرف,shraf
زابط,zabet
بماانه,bma2no
ذكي,thki
يعرف,y3rf
زقفولها,zagfolha
الخلطات,el5latat
اوفر,awfar
العبي,il3be
ميرنا,merna
نتعرف,nt3rf
مراد,murad
حكولي,7koli
خواتك,khwatk
اختك,okhtak
الحطه,el7a6a
وصلاتك,wasalatek
حلوه,helweh
حكيتلك,haketelek
نتالي,nataly
مروه,mrawha
بدو,bdw
بكفي,bkfe
ريحتهم,re7thom
بقر,bagar
البدو,elbadaw
عراسك,3arasak
بدويه,bdweh
تشوفي,tshofi
يلعن,yel3an
دراستك,darasatak
كويس,kwyes
اقلك,agolak
مش,me$
انقلع,engale3
المتخلفه,elmutakhalfeh
متخلفه,mutakhalfen
كويسين,kwesen
شوارب,shawareb
رباني,rabani
بشوفك,bashofek
عاجبك,3agbk
فرحان,fr7an
سويه,swyh
بموضوع,bmawdo3
بضحك,bda7ek
شاد,shad
اردنيه,ordoneih
مسلمه,muslima
صارلك,sarelek
مبينه,mbaineh
حقدت,7a8adet
اخذت,a5det
مدرستك,mdrastek
دايئك,daya2ek
قوليلي,golele
اخبارتك,a5baratk
بتسهري,bteshare
وشو,w$o
حواجبك,7wjbik
عامله,3amlih
عامليتهم,3amlethom
بالمناسبات,bealmonasbat
هالشفايف,halshfayf
اخيرا,a5eeran
اشقر,ashgar
ضعيفه,d3ifeh
منصحيتك,mnas7itek
بالصوره,belsoura
صبغه,sab3'a
قصتي,8e9ty
كأنو,ka2enw
بميرنا,bmerna
عنجد,3anjd
قويه,8awya
بتعرفي,bte3rafi
بحياتك,be7ayatek
همه,homeh
تتفسحن,tetfas7an
تجيش,tegesh
اقلب,egleb
وجهك,weghak
اردنيه,ordonyeh
شعبه,shu3beh
حارس,7ares
حموده,7modeh
عيلتكو,3eltko
قاعتك,8a3tak
علمي,3alme
امتحان,2mti7an
التربيه,eltarbiyeh
زينا,zena
تكتب,toktob
صفك,safek
ملقت,mlagat
شعبتك,sho3betek
ألتربيه,2ltarbiyeh
رزان,razan
داليا,dalia
جمبك,jmbk
قاعته,8a3to
جمبي,jmbe
معكم,ma3kom
تلج,talj
بتصيري,bt9eri
اكيد,akid
بتعتقدي,bt3t8di
تكبري,tkbri
بيعلم,be3lam
بتشبهي,btshbhe
امك,omek
تعرف,te3raf
تتخرج,tet5arag
الرواده,elrawdeh
عصبيه,39bya
قديش,gdish
عمرك,3mrik
جباره,jbara
نصحان,n97an
ومش,wmsh
ازعل,2z3al
شادي,shadi
بالغلات,bl3'lat
طبربور,tabarbour
بعتقد,ba3ta8ed
نعومه,na3omeh
تحبيني,t7beni
كلشي,kol$y
اعصب,a3sab
بحكيها,b7keha
شاهين,shahen
سعد,saed
دربك,darbak
تخافيش,t5afash
بنرتاح,bnrta7
بعرفهم,b3rafhom
ثواني,thwani
يسلملي,yeslamle
الساكنه,elsakane
شقفت,shagfet
ثانوي,thanawi
كويس,kwaes
بعرفهم,ba3rafhum
بتحسي,bt7esi
اتأسفت,et2sft
قولت,golet
وديتلك,wdetlk
مابطيقك,mab6egak
بطيقك,b6egak
تزعلي,tz3le
وتروحي,wtro7i
لأهلك,l2hlek
ولأهلي,wl2hli
احنا,i7na
نتفاهم,ntfaham
خامين,5amin
بتستوعب,btstaw3eb
بتستوعب,btstaw3ab
تتخوت,tat5wat
زفتانتك,zaftantak
شكلك,$eklak
بتورجيني,btwrgene
دلوعة,dalo3et
البابا,elbaba
والماما,welmama
كنافه,knafeh
ممتاز,mumtaz
اسمها,ismha
الحقيقي,2l78e8e
تبعك,taba3ek
وزينا,wzena
محليته,m7lyeto
ابراهيم,ibrahim
تفهمني,tfhmne
بجاوب,bgaweb
اسمعي,2sma3i
جايه,gayeh
مناسبه,monasaba
بتكرهي,btkrahe
بتبهديلي,btbahdele
هضول,ha9'ol
خرفانتي,5arfante
بتعرفهم,bt3rafhom
مخرفن,m5rfen
المخرفن,2lm5rfen
بصاحب,b9a7eb
لحيه,la7yeh
رأيك,r2yek
الزلمه,elzalameh
جبتيلي,jbtele
جبتيلي,jbteli
عصبتي,3a9abte
بالفرصه,belfor9a
الجدوله,eljadoleh
اربطي,orbo6e
لمازا,lemaza
عالرسائل,3alras2el
تردي,trodi
تردش,trodsh
يوسف,yosef
بتكتبي,btoktoby
تتجوزيني,tetgawazini
بتجنني,betjaneni
صايرين,sayren
تمشو,tmshu
قصتك,gstk
علاء,3ala2
تمشن,tmshn
اقعد,ag3oud
بحضني,b7odni
اتفصحن,etfa97an
خزقتي,5zgti
مصاحبه,m9ahbeh
نغشه,n3'sha
وحده,wa7dih
بيحكيلي,by7kele
ابتقربلك,2bte8rablak
عيلتها,3eltha
بتقربلك,bt8rblk
قديش,gadesh
اسكاكي,2skaki
معدلك,mo3adalek
ضعف,d3of
بلبسها,blbsha
بتلبسي,btelbese
نضاره,nadara
بتوثقي,btothe8e
تجاوبي,tjawbe
بوصلك,bewa9lek
مرتين,marten
تبعتك,tb3etk
بتفتح,bteft7
عرفتيها,3rfteha
اسمائهم,asma2hom
شعبه,sho3bah
اتعرف,2t3rf
ازغر,2z3'ar
عليكو,3aleko
اكثر,2kthar
اقلك,28olek
انتبها,2ntabha
مراهقه,moaraha8a
شايفني,shayfni
بسوي,bswei
مصلحتي,msla7te
بتسوي,betsawe
لبعدين,laba3den
ثمين,thamen
روحت,rawa7at
متخلف,mot5laf
يطلعلك,y6la3lak
متخلفين,mot5lfen
تخلف,t5lof
عقلك,3glak
اختم,a5tem
تبلغي,toblo3'e
احكيلك,e7kelek
منلطف,mnl6f
الجو,eljaw
يقنعني,y8n3ni
بالتاريخ,beltare5
عراحتك,3ra7tek
ضلك,9'alek
العبي,el3abe
رجلك,rglek
زهقتك,zhgtk
زعلانه,z3lanh
دخلك,d5alak
تشردق,tshrdg
بعصفور,b39for
تزعل,tza3l
شغلات,shglat
بتكرهي,btekrahe
امبطله,emb6leh
تمشي,temshy
دخلك,da5alaek
اخباري,a5bari
متغيره,mtgayrh
يعرفوها,y3rfoha
اتصاحبيني,atsa7bene
تكلم,tkalam
شقره,shqarah
ميت,mayat
بحكيلك,b7kilak
بتجنن,btganen
معجبه,m3jbih
بتتعرفي,btte3refi
بخبص,ba5abe9
بتدفعي,betdf3e
بتعزيهم,bit3zihm
بحكيلكم,b7kelkom
مشاعركم,mshare3kom
لساتنا,lasatna
بأي,b2aya
سألتك,s2latak
ترجى,trja
يخالفو,y5alfo
عاشر,3ashar
منطقها,mn68ha
جبيها,jbeiha
مصروفي,ma9rofi
ابصفك,2bsafek
بيجنن,begann
جمالها,jamalha
يشوف,yeshof
بتصيعي,bet9ye3e
الخميس,al5ames
لحيتك,lhytak
حلوين,hlwen
مقدمين,mgadmen
بالأسكان,bl2skan
يخوثك,yo5thk
وجهك,wejhk
اقلب,eglb
جمعه,jummaa
مباركه,mubaraka
رياضيه,rya9'yah
تلاقي,tlagi
انخمدي,en5mdi
اسكني,askoni
عجبتني,3ajbatni
الحمام,2l7mam
القميص,elgames
البنطلون,elbn6lon
شيلات,shyalat
مدقق,mdageg
فاقع,faga3
عيار,3yar
الضحك,eld7ek
حضرتك,7adrtk
صدقني,sd8ne
المهم,almhm
سلملي,slmle
وبوسلي,wbosle
بوستلي,bustle
احزر,ehzar
الحمار,el7mar
وشكلك,wshklk
زهقتني,zhgtne
زهقناك,zhgank
تأجل,t2jal
الرياضيات,elryadyat
لبكره,lbokrh
ادرسو,adroso
احسلي,a7sle
توخدني,to5dne
زهقتك,zhegtak
دوار,dowar
بالمحلات,blma7lat
اسمائهم,2sma2hom
البنطلون,elbantalon
الحمام,elhamam
خطرلك,5atrlak
تزكرني,tzakrne
صديقي,sadegi
لبستك,lebsetak
قزدك,gazdak
الشيلات,elshayalat
دأنك,d2nk
تحكيش,t7ke$
الكلمه,elkelmeh
بجننو,bjaneno
دموت,dmot
خنزير,5anzer
ماشاءالله,mshallah
محترم,mo7taram
شخصيتك,sh5setak
يحميك,e7mek
الحق,el7ag
رايق,rayg
تعيط,t3y6
سألني,sa2lne
اعطلها,a36lha
مزكاني,mzkane
وسع,wasa3
عنديش,3nde$
ماشاءالله,mshalah
متعود,mt3awd
تحط,t7o6
زنخ,znekh
بدري,badri
بجيها,bjeha
مقهور,mghor
انحرج,an7reg
يهديك,yhdek
انصرف,en9ref
هبل,hbal
طيوب,6yop
خلصتو,5al9to
أمور,2emor
بضحك,be9'a7ek
مشاطيب,masha6eb
ماكينات,makenat
يلاحق,yla7eg
واقفه,wa8fh
اطلع,26l3
اطلعلي,26l3le
بيتك,betk
امعطل,em3a6l
اداوم,edawm
مشلف,mshalef
تتغزل,tt3'azl
نواسه,nawaesah
انسيت,enset
تعلمني,t3alimni
غلطه,3'altah
رائع,ra2e3
وغلطنا,w3'letna
غلطتنا,3'l6tna
مستحي,mst7i
خليتك,5letk
تنتبه,tntbeh
معرفكش,m3rfksh
يوفقك,ywafgak
قعدت,ga3det
يهديكم,yhdekom
بعرفك,ba3refak
حبيبي,7beby
لايكات,laeykat
اعملتك,a3mltk
جهاد,jehad
اشتريت,eshtret
دخان,do5an
بدخنش,bda5nesh
عازمني,3azmne
اسكتو,oskoto
طفران,6afran
ماكلين,maklen
العطله,el3o6la
صرفت,9arafet
أهديك,ehdek
احلالي,a7lali
زلمه,zlmeh
يفضح,efth7
عرضك,3rthak
مشتاقلك,mshtaglak
بطخك,b65k
المسا,almsa
توكل,twakl
اعمل,i3ml
بورجيك,bwrjek
نخونت,nakhont
عدهم,3dhom
عملوني,3mloni
بعملكيش,b3mlkesh
بعملوش,b3mlosh
بوقف,bwgef
يعملوني,y3mlone
عرص,3ar9
اعملي,23mali
اعمليلي,e3malele
بعملكو,b3mlko
بتشتغل,btsht3'el
بدك,bidak
تصاحب,tsa7ib
بقدر,ba8dar
بقدر,ba8dr
بصدر,b9dr
كنت,konit
بنت,binit
مبارح,mbari7
شارع,shari3
لابس,labis
ئميص,ames
ابيض,abyad
بلوزه,blozh
العن,al3n
امحيها,em7eha
تعريس,t3res
اشطبها,ash6obha
خلصتو,5alasto
يسلمو,eslmo
استشيرك,astshrek
قرفان,grfan
حصتي,7o9te
تصورناها,t9wrnaha
نزلتها,nazltha
مصلحه,ma9l7a
فالح,fal7
بجيبتي,bjebti
ضحكتني,da7ktni
حكيتلي,7ketle
مزنخ,mznakh
مقابلين,mgablen
عبيت,3bit
بنزين,banzen
اسمهم,esmhum
الثامنه,althamneh
بصفي,b9afi
اراضيك,ara9'ek
المهنيه,elmehanya
صناعي,9ena3i
ضل,dal
اشي,2e$e
تحتهم,t7thm
اشفقو,ashfago
غني,3'ane
انطم,en6m
جدك,jedak
بدنا,bidna
نشوف,nshof
الفاتحه,alfati7a
نقرأ,ni8ra2
نقرأها,negraha
ازبطها,2zabitha
اصابع,asbe3
رجلي,rejle
بتغششني,bt3'asheshne
يغششك,e3'sheshak
اجري,ajre
اصبع,o9ba3
بشلق,bshlog
التالوله,eltaloleh
شبشبي,shebsheby
غايب,3'aeb
مشاقلك,mishtaglk
مرموقه,marmo8a
خندقحي,5anda8ji
حيالله,7ayalah
بالشيخ,balshe5
استناك,astnak
ارقص,ergo9
قديمه,gademeh
بصحن,b9a7en
مصدق,msadeg
حرقت,7ar8t
جرس,jars
اغلي,e3'le
سلامتك,slamtak
تفضحنيش,tfda7nesh
تصبح,te9ba7
طبه,6abeh
وصلت,w9let
حيوانين,7ywanen
ايش,aesh
أزنخك,2zn5ak
بورجيكو,bwrjeko
بتلحق,btl7a8
في,feye
وجها,wejha
ايطم,e6om
اخرسو,e5raso
عرضها,3rdha
افضحه,efd7a
ازنخها,azn5ha
بسوي,baswe
اقشط,agsho6
بتتخوت,btt5wat
قلبتو,glabto
مالنا,malana
المعلم,elm3alem
حكيتلو,7ketlo
السعر,else3r
رخيص,r5e9
رضيش,radesh
كاينه,kayna
المحروسه,elma7rosa
سوتلك,swtlak
خصم,5a9em
عشاني,3shane
قديش,gdesh
نصابه,na9beh
فضح,efd7
الجيران,aljeran
تحليلي,t7lele
الجواب,alwajeb
عرفتو,3refto
اليوم,aleyom
بنجيب,bnjeb
نحس,n7as
حماده,hamda
تحديدا,ta7dedan
بصفك,b9afak
مشتاقلك,mi$taglk
منحكي,mn7ke
الزغار,alz3'ar
بقلك,baglak
اوصلك,awsalak
اصبر,o9bor
تيس,tes
حلقتيلي,7lgtele
وينهم,wenhom
أنجسك,2njasak
بشهر,bshahar
الشلالات,alshallalat
اشتقتلك,shtagtilak
اشتقت,shtagt
لقعداتنا,laga3datna
طريقة,6areget
حكيك,7akyak
اسألك,asalek
افشق,afashig
بقلك,bgolk
اسب,asib
جهنم,jhanm
يمسيك,ymasek
شايفتك,shayftk
ضيفني,9'efne
ضيفني,9'efni
ضفتك,deftk
لأفرجيك,la2frjeke
مسحتيني,mas7tene
فضحتيني,fad7tene
بلشي,balshe
يبلش,eblash
واطي,wa6i
واطيين,wa6een
بنشوفك,bnshofak
الحمدلله,el7amdulilah
خيروك,5erok
تنط,tnot
جبل,jabal
حمايه,7mayh
بتختار,bt5tar
فوبيا,fobia
اسألتك,as2ltek
أنسان,2nsan
اشتري,ashtre
نقدر,negdar
السنه,elsaneh
الجاي,eljay
فتحت,fta7t
تخصصك,t5sosak
تماره,tamara
شبعرفني,shb3rfne
بتعرفها,bt3rfha
بشرفك,bshrfak
بتسوي,btswy
نحمد,ne7md
التمام,altmam
اخبارك,25bark
بيناتنا,benatna
اواعي,awa3e
اسألتكم,as2eltkom
قلال,gelal
حمص,7omo9
فول,fol
بخلص,bkhls
صارلو,9arlo
خربان,5arban
شلتو,shlto
شلتو,$lto
مخصوص,ma5sos
تكتبش,tktobesh
اسلخ,esla5
قطعتي,ga63te
برزقتنا,brezgetna
اكلناها,aklnaha
بهدله,bhdleh
بشوفها,b$ofha
فكرتو,fkrto
ليشل,lyshel
املي,amle
أتيسك,2tyasek
عفكره,3fekra
بتسألني,bts2lene
شفت,shofet
بوجعك,boj3ak
تبعها,tb3ha
بتحكيها,bt7keha
خربان,5rban
شاركتنا,sharktna
صارلنا,sarlha
مبينه,mbayneh
كلمة,kelmet
بكره,bkrah
محسنا,m7sna
بتخوف,bt5wf
مفكرك,mfkrk
انشل,nshal
منشان,mnshan
حكتلي,7ktlii
زيدتولي,zedtole
ياكلها,yakolha
تعصبيش,t3sbe$
مشتهره,moshtaherah
احمر,a7amar
رقبتك,ragbetk
كفوفك,kfofk
خطير,56er
سكرنا,skrna
بأيدك,b2edak
تركتها,trktha
اجيب,2jeb
بطلعلي,btl3li
هندسه,hndse
منكمل,mnkmel
نمت,nemt
مبلش,mblesh
مركز,mrkiz
تنساش,tnsash
تخلي,t5li
الصناعي,el9ena3i
تخلينيش,t5alenesh
غرباء,3'orb2
علي,3li
هينا,hyna
مخنوق,m5nog
يطلع,ytla3
يستر,ustor
شعري,sh3re
منضرنا,mn9'rna
راضيه,radya
عالفاضي,3alfadi
الأشي,eleshe
بفيدك,bfedk
تبلشيش,tblshesh
المدرسه,elmadraseh
تدخل,tod5ol
التوجيهي,eltawjehi
بطخلك,b6o5elk
طلق,6alag
قزدي,gazdi
مصاحبها,msa7bha
خليني,5line
ساكت,sakit
اداوم,2dawim
ملحق,ml7eg
صدقتك,sdgtak
التيس,altes
الأهبل,elahbal
بتجيش,btjesh
بينادولك,bynadolak
خولتي,5wltni
بيطلعلك,bytl3lk
بصاحبش,b9a7besh
بتقلعط,btgal3e6
شيل,shel
كلب,chalb
قزدك,gazdk
تفطرش,tf6arsh
الأذان,ela4an
يأذن,y2a4n
مشنعك,mshn3ak
رمضان,rmdan
تدعولو,td3olo
السلامه,alslama
تنسو,tnso
ينجحك,ynj7ak
الصاله,2l9alah
بوجهي,bwejhe
حادث,7adath
الكبير,elkber
زميلي,zmyly
الطرمه,el6arma
زعتر,za3tr
لبنه,labaneh
يخزيك,y5zik
معسل,m3asel
مصلحه,masl7a
يدوقو,edogo
اراجيل,aragil
معسلك,m3slak
بأرجل,b2argl
بسمعك,bsma3k
وقت,wagt
حقيره,7a8erah
فشرتي,fashrte
بعطيش,b36esh
رقمي,ra8mi
خليهم,5lehm
يشوفوها,yshofoha
تيسري,tyasare
بتعمل,bt3aml
بلغت,bl3'et
اسألي,es2li
ابزق,abzog
بوجهك,bwejhk
المحترمه,alm7trmh
مكيفه,mkayfeh
اياك,ayak
الحركه,el7arakeh
اقدر,2gdar
نطلع,ntla3
اطلع,2tla3
اجو,2jo
زارونا,zarona
جوزها,jozha
بتسأليش,bts2alesh
مختفي,m5tefe
بالأردن,blordon
التيس,eltes
يخلص,y5ale9
ازين,2zen
دعايه,d3ayh
الأخر,al2a5er
لهدرجه,lhadarjeh
صليت,salet
تزحلقي,tza7lge
الباصات,elba9at
طايق,tayg
الفل,elfol
الضايقك,eldaygk
فاهمني,fahmni
زيادة,zyadet
معيش,m3esh
مالكش,mlksh
بوجودك,bowjodk
دنانير,dananer
تفعل,taf3al
قلبوشي,galboshe
يخزيك,y5zek
سويتو,sweto
كتوم,katom
معقول,m3gol
الكهف,2lkahf
انتم,antom
حبتك,7batk
العافيه,el3afyeh
ازعجتني,az3jtene
بردهم,brdhom
اسليكي,asaleke
الزهق,elzahag
غششتني,3'ashashtene
يروحش,yro7sh
لايروحش,layro7sh
ارحمني,2r7mni
لفه,lafeh
الحمدلله,el7amdolelal
سبقانها,sbgnaha
هدفك,hadafk
مفضل,mofadal
حصة,7e9t
الزفت,alzeft
بسويلك,bsawilk
كترانين,ktranen
الرعب,elro3b
احراج,e7raj
أنهفك,2nhfk
نفسيه,nafsih
عبدون,abdoun
جريمه,jremh
اقلب,2glb
اسفه,2sfeh
ازعجتك,2z3gtak
ازعجتيني,az3jteni
بصراحه,bsrahah
يعني,ya3nei
احكي,27kei
رديتو,rdeto
اسألك,as2lak
عالسؤال,3lso2al
لتنتيفك,ltntefak
انتفك,antfk
مشتاق,mshtag
ارقيله,argeleh
مكسور,mksour
بلزقو,blazgo
بسبحو,bsb7o
استطلاع,2st6la3
بستفزك,bstfzak
فرفش,frfsh
متنعنش,mtn3nsh
بتستخدمو,btesta5demo
بفيدك,befedek
الجواب,eljawab
مبسوطه,mb9o6ah
اردنيه,ordnya
خاينه,5yana
يخلع,y5l3
نيعك,ne3k
مخدرات,mu5drat
رهوفتي,rahofte
مختفيه,m5tfeh
بخليها,b5liha
بقلبي,bglbi
لقيتو,lgitu
اتزانخ,atzan5
ابشر,absher
مالكيش,mlkish
الصيف,el9if
مؤدب,mu2dab
بتأثر,bt2ther
يكبير,ykpper
السرعه,elsur3a
حارتنا,7artnna
مدري,mdri
الكلب,elkllb
بعبرهمش,b3brhumsh
الغاز,el3'az
البشر,elbshar
اجتماعي,ajtma3i
جريء,jre2
مقلوبه,mglubih
الخباثه,el5batha
كلهن,kulhn
داركو,darku
المراهقه,almurah8a
الغدر,el3'der
عنصري,3unsri
بتحشش,bt7shesh
ابعدنا,eb3dna
وزير,wazer
الحشيش,el7shesh
ممنوع,mamnu3
خليت,5alit
مش,mu$
بضحكش,b9'7kish
محتاجك,m7tajk
سند,sanad
ضهري,9'ahri
اغلق,a3'li8
اقعد,ag3ud
غرفه,3'urfa
لحالي,lhali
الوطن,elwa6n
العربي,el3arbi
بعدني,ba3dni
بعزها,b3zha
ايون,aywan
مالني,malny
خالتو,5altu
يخليلي,y5lily
الأشي,el2ashy
