Arabic,Franko
انزل,enzel
غدر,ghadr
مواقف,mawakef
بيقولولك,beyoulolek
ليلة,leilat
عاجبك,3agbk
سلامات,salamat
لؤلؤ,lo2lo2
فنان,fannan
عامل,3amel
انتي,enti
صديقني,sadde8ny
صباح,saba7
أصل,asl
غدر,ghadr
يارب,yarb
بحكيلك,ba7kilek
نسينا,nsena
مرغوبة,marghooba
خليه,5leh
خمسة,khamsa
يومي,ywme
فكري,fekry
متوفر,motwaffer
ناقص,nag9
غلابة,ghalaba
نيالك,nyalk
مبسوطين,mabsooteen
بتعب,bt3b
دقائق,da2aye2
فوق,fou2
اطعج,e63j
متواضع,motwade3
ثانية,saniya
جريء,garee2
بتطلع,bt6l3
تقريباً,ta2reeban
بتلدي,btldi
مكتوبة,maktooba
غدر,ghadr
كبيره,kbeera
راحة,raha
فرقة,fer2a
ستة,seta
مطعمين,m63men
رايقان,ray2an
تحديات,ta7adyat
صادقة,sade2a
متين,mateen
قسوة,qaswa
ست,set
بقالك,ba2alik
مسافرة,msafra
بدك,bidk
طويل,6weel
قسوة,qaswa
مليار,milyar
فنانة,fannana
بوديلك,bwdelk
واضحة,wad7a
تدخليش,td5le$
إخلاص,ekhlas
دايرة,dawera
بواطيس,boa6es
مرسلة,morsela
نجومية,nojoomeya
أدبية,adabya
سيبه,seboh
صادقة,sade2a
مناظر,manazer
جريء,garee2
عروسة,3arousa
متأخرة,mot2akhra
محتاجهم,mehtagohom
افتح,efta7
جنب,ganb
صادقة,sade2a
بعشقك,ba3sha2ik
مطمئن,motma2en
صادقة,sade2a
راجل,ragel
بحضر,b79'r
تمشينا,tmashaina
تعليمك,t3llimk
عظيم,3azeem
قلبها,albaha
قوي,qawy
بحكيلك,ba7kilek
نجده,najede
فكري,fekry
دماغ,demagh
غالية,ghalya
متكسرة,motakassera
بداية,bedaya
امان,aman
متأكدة,mota2akeda
نهاية,neheya
كفاية,kefaya
نسيم,naseem
بسولف,bsolf
تبعتي,tb3ti
اغلبه,a3'laboh
محبوب,ma7boob
جداً,gedan
وحدي,wahedi
معجبة,mo3gaba
ارجعلي,erga3li
بداية,bedaya
عييد,3eed
افتح,efta7
كوكب,kawkab
غناء,ghena2
محتاجة,mehtaga
مجذوبة,magzooba
تعصبيش,t3sbe$
روحي,ro7i
جيه,geeh
اتزانخ,atzankh
سبع,sbe3
دمعة,dem3a
أعطيني,236ene
كفكم,kafkm
بحلم بيك,ba7lambeek
جوا,gowa
قلهم,2olhom
دايماً,daiman
مطمئنة,motma2ena
بحكيلك,ba7kilek
دمعة,dem3a
اعرف,e3raf
صادقة,sade2a
طيبه,6ybeh
مستاهل,mstahel
فوق,fou2
قرارات,qararat
غيرانة,gheerana
غيرانين,ghayranin
ايمان,eman
نهاية,neheya
ست,set
حكمه,7kma
روحي,ro7i
شعرية,sha3reya
مشهد,mashhad
محتاجها,mehtagaha
عرق,3r8
محتارة,mehtara
طويل,tawil
صريحة,saree7a
بعشقهم,b3shghom
للانتخابات,llente5abat
يتقونه,yotqnoh
تسوقي,tsogi
اسمائهم,asma2hm
حاجة,7aga
مرتاحة,merta7a
غالية,ghalya
رؤياها,ro2yaha
قدام,oddam
الحب,alhub
تسلم,teslam
تقدير,ta2deer
دقيقة,da2i2a
بعشقك,ba3sha2ik
صوتها,sotha
لحن,la7n
سلم,sellem
مقبول,ma2bool
غالية,ghaliyaa
ابعدي,ab3de
حبيبي,7abeby
فكري,fekry
رايق,raye2
بتحكي,bt7ki
عندي,3andi
طلبيه,talebeh
بعيد,b3eed
عشقي,3ash2i
أنساكي,ansaki
ألف,alf
يحب,y7b
بنفسجي,banafsegy
متأخرة,mot2akhra
أوقات,aw2at
ذكرياتنا,zekrayatna
مثالي,mesaly
مستقبل,mosta2bel
غالب,ghaleb
محتاجهم,mehtagohom
قلبك,2albik
وناس,wnas
القرف,elfr8
خالص,khales
محتار,mehtar
مشغولة,mashghoola
صحية,sa7ya
جريء,garee2
أعز,a3z
فضحتنا,fdhtna
جميل,gamil
تقريباً,ta2reeban
قولت,golet
غدر,ghadr
عالفيس,3lfeac
شوارب,shawareb
اليوصلت,liwslt
متفرحة,metfara7a
غيران,gheeran
متعب,mot3eb
ذهبي,dahabi
غلطان,3'l6an
حبيبي,7abeeby
أغلى,aghla
النور,alnour
حلوة,7elwaya
تسوقيش,tso8e$
زكري,zakry
عندي,3andi
عطشانة,atshana
دماغ,demagh
متعلق,mota3alek
غامض,ghamed
زعلانه,z3lane
مطرية,motrya
غضب,ghadab
خير,kheir
بعتذر,ba3tezer
حاجات,7agat
يمين,yemeen
مستحيلة,mosta7ela
اختيارات,ekhteyarat
تحدي,ta7ady
محترمة,mohtarama
مميزات,momayazat
متفرقة,motafare2a
مبسوطين,mabsooteen
راجل,ragel
ابعد,ab3ad
طفاشه,6fasheh
قمر,2amar
دنيا,dnnya
حاجة,7aga
مخلصة,mokhlesa
بعيد,b3eed
محتاجك,mehtagek
خضراء,khadra2
غناء,ghena2
الزفت,alzeft
فيك,feek
مؤثر,mo2asser
البك,albik
عبود,abod
تحلاي,t7lay
بكرة,bokra
غناء,ghena2
طلقة,tal2a
يشرحلي,yshr7li
متفائلة,motfa2ela
سيبه,seboh
أغلى,aghla
انت,enta
حظي,7ad'e
غيرانين,ghayranin
وانتو,wento
سلام,salam
أنساك,ansak
محترم,mohtaram
أتقطمط,2t86m6
أقوى,a2wa
دمعة,dem3a
دفعتلو,df3tlo
صفحات,saf7at
البنت,albent
يجيب,yjeb
الجار,eljar
شوق,shaw2
سلم,sellem
لامعان,lama3an
صريح,saree7
عني,3ni
متضرر,motdarer
انتي,anti
جميل,gamil
لحظات,la7zat
مطرية,motrya
جنب,ganb
عطشانة,atshana
بتعمل,bt3ml
أعز,a3z
تصبح,tesbah
فرحه,far7a
بريء,bare2
قلت,2olt
تصبح,tesbah
نصاب,n9ab
غالية,ghalya
حكايتنا,7ekayetna
اسخف,as5af
بحاول,ba7awel
وحشتني,wa7ashteny
ذكريات,zekrayat
معاكي,ma3aki
تحملتها,t7mltha
يا قلب,ya2alb
صاحبة,sa7eba
مبسوطين,mabsooteen
حبيتج,7abatech
حاجة,7aga
مستعجل,mesta3gel
واقعية,wa2e3ya
مشاعر,masha3er
يبسطك,ybse6k
فائعه,fa23a
صفحات,saf7at
محبوب,ma7boob
راحة,raha
فكرتك,fekretik
دنيا,donia
جمعه,jom3ah
طلعت,6el3at
محتاج,mehtag
رسائل,rasa2el
نجمة,negma
طلق,tal2
جداً,gedan
جنبك,gambak
دماغ,demagh
سعاده,s3adeh
نهاية,nehayet
طايقني,taye8ni
ساقعة,sa23a
تروحي,trou7i
كلامه,kalamo
ماضي,maady
برضو,brdu
ذهبي,dahabi
ستة,seta
ارجعلي,erga3li
متألمة,mot2alema
انتي,enti
كرهتك,krehtek
سجلت,sajalt
مصرة,mosera
متجوز,motgawez
مرغوبة,marghooba
رؤياك,ro2yak
أقل,a2al
صحية,sa7ya
عبير,3aber
زعلان,z3lan
صحية,sa7ya
فيهم,fehom
امين,amiin
طريق,taree2
محتاجة,mehtaga
متضررة,motdarera
مكموره,mkmorah
هوشه,hou$a
مصرة,mosera
ارجع,erga3
غالية,ghaliyaa
شرف,shraf
تائب,ta2eb
نادت,nadata
عليا,3alaya
ملهم,molhem
محتار,mehtar
ستات,setat
حلقك,7lgk
عليكم,3alekm
بحبك,b7ebak
كبيره,kbeera
العجين,el3ajen
محتاجك,mehtagik
لحظة,la7za
مرغوبة,marghooba
هدوء,hdo2
واضحة,wad7a
يزور,yzor
غرفه,ghorfa
متألقة,mot2alla2a
تتقنيهم,tt8nihom
وبتمناك,wbtmnak
هي,heya
مشهد,mashhad
مشوار,mashwar
محتاجهم,mehtagohom
ببطل,bbttl
كتب,ktb
خير,kheir
محترمة,mohtarama
نورك,nourik
قمر,2amar
بعيد,ba3eed
غيرانة,gheerana
حاجة,7aga
ناجحة,nag7a
خلصت,khalasit
عرفنا,3rfna
عشق,3esh2
تفو,tfu
احنا,ahna
سريعة,saree3a
أغلى,aghla
راجل,ragel
ماسي,masi
أنساكي,ansaki
بقدرش,bi8darsh
بحاول,ba7awel
نخسر,nkhsar
حمدلله,7mdula
فضي,feddy
عشقك,3ash2ak
ساقية,sa2ya
ذكرياتك,zekrayatak
بعيداً,ba3eedan
تحدي,ta7ady
متين,mateen
بشده,bshdeh
منتهية,montaheya
ناديني,nadini
أخبار,akhbar
جميل,gamil
فرحه,far7a
البك,albik
مواقف,mawakef
حبيبي,7abibi
رايقان,ray2an
بنفسجي,banafsegy
صوتها,sotha
قافيه,gafyh
حلوة,7elwaya
نجمة,negma
متألم,mota2allem
سميطه,sme6a
محاولات,mo7awalat
متألم,mota2allem
حبيبتي,7abibti
بي,bye
صاحبة,sa7eba
بعد,ba3d
بكرة,bokra
كلامها,kalamha
ستة,seta
راجل,ragel
بيصيرو,bisiro
سنين,sneen
مفروض,mafroud
طب,tb
طريق,taree2
حنونتي,hanonti
امل,2mal
واللهي,wlahi
زفة,zaffa
حضنها,79'nha
كريمه,kareema
سجادتنا,sejadtna
محترمة,mohtarama
نجومية,nojoomeya
بكتير,bkter
اختيارات,ekhteyarat
جواز,gawaz
توبة,tawba
تخافي,t5afi
ملهم,molhem
نتوضف,netwedef
مازلت,mazelt
مغامرة,moghamara
متضررة,motdarera
محترمة,mohtarama
انقلعو,en8l3o
شامبو,shampoo
تلت,telt
تائبة,ta2eba
الوقت,alw8t
منأكد,mn2ked
ناسي,nasy
غدر,ghadr
توبة,tawba
طلقة,tal2a
نسيم,naseem
صوتها,sotha
حاجات,7agat
مؤته,mu'ta
نجوم,nogoom
تماماً,tamaman
محتاجة,mehtaga
بتهيئلها,bthe2lha
اسم,usm
لوذه,lw4h
عروسة,3arousa
بي,bye
مجروحة,magroo7a
مخفية,makhfya
مشاقلك,mishtaglk
طويل,tawil
لحظات,la7zat
متكسرة,motakassera
أقرب,a2rab
تعبتو,t3bto
شعراتها,sh3ratha
اختيارات,ekhteyarat
جامدة,gamda
اقوالك,a8walek
جداً,gedan
تحديات,ta7adyat
متجوزة,motgawza
مريظ,mare6'
مقبوض,ma2bood
فكري,fekry
سقطت,s86t
نسيم,naseem
مقبوضة,ma2booda
مواقف,mawakef
رسائل,rasa2el
مستقبل,mosta2bel
حمراء,hamra
الوالد,elwalad
صوتهم,sawtohom
متوقع,motawa2e3
متجوزة,motgawza
متروكة,matrooka
تقديرها,ta2deerha
قلتلك,2oltlak
مرسلة,morsela
قرابتي,8rabti
عشقك,3ash2ak
جيه,geeh
بحكيلك,ba7kilik
اخرسو,e5raso
بفطرن,bf6rn
استني,estanni
تحفة,to7fa
نوري,nwri
جدعان,gad3an
الموضوع,lmw9'o3
النجاح,elnja7
متجوز,motgawez
يمين,yemeen
محترم,mohtaram
دايماً,daiman
غايب,ghayeb
حاجة,7aga
السعيده,elsa3edeh
باحث,ba7es
واقعية,wa2e3ya
لؤلؤ,lo2lo2
لحظة,la7za
بقاله,ba2alo
اضيف,a9'ef
ولا,wala
صاحب,sa7eb
تحسديني,t7sedene
شوق,shoogh
مجروحة,magroo7a
تائبة,ta2eba
بعيد,b3eed
محروم,mahroom
ساقية,sa2ya
سحاب,sahab
روحي,ro7i
علوم,3lom
نسهرلنا,nsehrlna
قوول,goal
متوفر,motwaffer
واصلتلك,wa9altelak
فريز,frez
متألمة,mota2allema
اليوم,lyum
امان,aman
صفحات,saf7at
مناظر,manazer
ماضي,maady
يا قلب,ya2alb
ندمانة,nadmana
نجومية,nojoomeya
تحدي,ta7ady
أيامنا,ayamna
عروض,3ro0d
أدبية,adabya
جميل,gamil
المعاقه,almu3a8ah
وياكي,weyaki
غامضة,ghamda
حظي,76'y
محروم,mahroom
ثانية,saniya
مكتوبة,maktooba
طرمه,6rma
ضحكتك,da7ketak
تأكدي,t2kdi
ناس,nas
بطن,b6n
مرسلة,morsela
وينكم,winkom
أغنية,aghnya
علوم,3ilom
أيامهم,ayamhom
مرسل,morsel
مبسوطين,mabsooteen
نكمل,nkmel
صاحبة,sa7eba
زيك,zayak
انهبلنا,2nhblna
متضررة,motdarera
بحكيلك,ba7kilik
منتظرة,montazera
أصولة,asoola
اسبوع,2osbo3
استنى,estanna
محتار,mehtar
راجل,ragel
نجوم,nogoom
ملل,malal
ست,set
مازال,mazal
مجذوبة,magzooba
اولاد,awlad
مواسم,mwasem
ضيقة,dayye2a
الهنا,lhana
مقونن,mgonn
أغاني,aghani
حبيبي,7abeeby
صادقه,9ad8ah
غالية,ghaliyaa
سلم,sellem
خلفه,5lfh
مقبوض,ma2bood
مستغرب,mestaghrab
سلام,salam
امان,aman
مرغوبة,marghooba
نجمة,nagma
مكتوب,maktob
بعشقك,ba3sha2ik
ارجعلي,erga3li
تائبة,ta2eba
متألقة,mot2alleqa
ثانية,saniya
عالوجع,3lwaja3
محاضرتك,mo7adrtek
بكرة,bokra
فضح,efd7
باجي,baje
بعشقه,ba3sha2o
صاحب,sa7eb
بالكم,balkom
أصيلة,asela
وخوث,o5owth
قلبك,2albik
مرتاحة,merta7a
اسافر,2safar
رايقان,ray2an
محرومة,mahrooma
مصروفي,ma9rofi
دينك,denak
الجواب,eljwab
بوديكو,bodeko
تمام,tamem
غدر,ghadr
اعرف,e3raf
كوكب,kawkab
أنساك,ansak
صاحبتنا,9a7btna
متضرر,motdarer
فضة,fadda
قديش,8desh
متوقع,motawa2e3
أقرب,a2rab
يفقه,yef8ah
متشائمة,motsha2ema
متوقعة,motawake3a
سلامات,salamat
معمول,m3mol
فكرتها,fekratha
دحيه,d7ia
مبهج,mbhj
متفرحة,metfara7a
دايرة,dawera
وياك,weyaak
ببطل,bbtl
نسيم,naseem
لامع,lame3
مشهورة,mashhoora
عشقي,3ash2i
احتمال,27tmal
متفرق,motafare2
مكسوف,meksouf
أوقات,aw2at
مرسل,morsel
وبعديها,wb3deha
مجذوب,magzoub
ملابس,malabes
تائبة,ta2eba
يتفرج,ytfaraj
مميز,momayez
نجمة,negma
مطمئن,motma2en
مشرف,mosharef
كوكب,kawkab
أهداف,ahdaf
بوجهك,bwjhek
بي,bye
ذكرى,zekra
بقالهم,ba2alhom
متجوز,motgawez
تفريع,tfre3
ثابت,thabet
برا,barra
دنيا,dnia
جواز,gawaz
عزيمة,3azema
نحنا,ne7na
هما,homa
للبياع,llbea3
بحبك,ba7ebak
عشقك,3ash2ak
يحميك,y7mek
أنساك,ansak
مركز,mrkiz
غيره,gheera
طرق,toro2
افجح,afch7
اجيكي,ajeki
محتاجك,mehtagek
بتضلها,btdalha
جواز,gawaz
حرقه,7r8ah
فيه,fih
صفحات,saf7at
محتاجك,mehtagik
غلبة,ghalba
صاحبة,sa7eba
بحاول,ba7awel
متأخرة,mot2akhra
نجم,negm
تائب,ta2eb
بقاله,ba2alo
متعلق,mota3alek
مجذوب,magzoub
حرين,7oreen
محروم,mahroom
متفائلة,motfa2ela
صاحب,sa7eb
جدعة,gad3a
عليا,3alaya
معجب,mo3gib
ترى,trah
نادت,nadata
نص,noss
ناس,nas
عزيمة,3azema
مابحبه,mab7bh
ساقعة,sa23a
دوّر,dawer
ماضي,maady
اشربي,e$rabi
تمانية,tamanya
سلامات,salamat
ضحكة,da7ka
صاحب,sa7eb
صحية,sa7ya
حبي,7oby
كلنا,kollena
حلوة,7elwaya
فضة,fadda
حسن,7sn
انجنينا,anjnena
لامع,lame3
صوتها,sawtaha
بسبعه,bsb3h
شدة,shidda
متشائم,motsha2em
أقل,a2al
شوب,$ob
حقيره,78erah
مجذوبة,magzooba
مبكرة,mobakkera
محتاجها,mehtagaha
شكلها,shklha
مخلصة,mokhlesa
البشر,elbshar
مطرية,motrya
مستعجل,mesta3gel
جيبو,jebo
زمبرك,zmbrk
اجري,ejri
مطرية,motrya
هي,heya
بيقولولك,beyoulolek
مطمئنة,motma2ena
واقعية,wa2e3ya
ستة,seta
موسيقى,mosika
لأحكيلك,l27kelk
النجاسه,elnjaseh
انقلعو,2ngl3o
امسح,amsa7
كلامها,kalamha
أقوى,a2wa
الفاتحه,alfati7a
ناجحة,nag7a
يمين,yemeen
بحاول,bahawel
أصالة,asaleh
تحديات,ta7adyat
ساكت,sakt
بي,bye
ممنوع,mamno3
محتاجك,mehtagik
البني,elbini
مجروحة,magroo7a
مميزات,momayazat
كلمة,kalema
طريق,taree2
مجروح,magroo7
أيامهم,ayamhom
مسقعكم,msg3km
لامع,lame3
بعد,ba3d
موسيقى,mosika
غامق,ghame2
جوا,gowa
أغاني,aghani
الكريمه,elkremeh
بقالي,ba2ali
غيره,gheera
دبيكه,dabike
دايرة,dawera
يأذن,y2a4n
صباح,saba7
روايات,riwayat
متضرر,motdarer
هبه,hiba
جوا,gowa
دعيت,d3eet
أهداف,ahdaf
ونفش,wnfesh
احكيلي,e7kily
صباح,9ba7
تارك,tarek
كل,koll
ايه,eih
ادرسي,2drosy
أنساكي,ansaki
مفروض,mafroud
غضب,ghadab
ملين,molaen
مواقف,mawakef
نادت,nadata
دنيا,donia
متضررة,motdarera
دنيا,donia
بكرة,bokra
يخلص,y5ale9
ملهمة,molhema
أنساكي,ansaki
مشحر,msha7ar
مشهد,mashhad
مصرة,mosera
مستقبل,mosta2bel
إخلاص,ekhlas
تجيبلي,tgebeli
كل,koll
ست,sitt
قريب,2areeb
جدعان,gad3an
أقوى,a2wa
جميل,gamil
خسرانة,khasrana
متشائم,motsha2em
متأكدة,mota2akeda
شوق,shaw2
مرغوبة,marghooba
وياك,weyaak
تلت,telt
شعرية,sha3reya
مجذوب,magzoub
مكتوب,maktob
ست,set
صريحة,saree7a
بتبلش,btbl$
حسره,7asra
محاولة,mo7awala
بعرفش,b3rfhesh
حد,7ad
اسف,asf
شيء,she2
مرغوبة,marghooba
خذلك,5o4lak
متألقة,mot2alla2a
ست,sitt
النعيمه,eln3aymeh
ستة,seta
حلوة,7elwaya
حبيبي,7abibi
غشيت,3'shet
تنسى,tansa
صاحب,sa7eb
مستعجل,mesta3gel
وياكي,weyaki
ابيش,abysh
يحكي,y7ke
تصوم,tsom
بتقلب,bt8lb
مسافرة,msafra
متشائم,motsha2em
غدر,ghadr
بجوزلك,bjozlk
صدق,sed2
غالب,ghaleb
مسكتكم,mskatkom
بطيء,baty2
متميزة,motamayza
سحاب,sahab
احطلك,ahuotlek
دنيا,donia
متميزة,motamayza
قلتلك,2oltlak
موسيقى,mosika
صريح,saree7
بحلم بيك,ba7lambeek
غالية,ghalya
ارجع,erga3
بقالك,ba2alik
نجمة,nagma
لحن,la7n
متفائلة,motfa2ela
لحظة,la7za
نعم,n3m
خبرني,5brni
ثانوي,thanwe
مشاوير,m$awer
متألقة,mot2alla2a
دوّر,dawer
للصبح,ll9b7
صبح,sob7
غلابة,ghalaba
التاني,eltani
متعلق,mota3alek
تقديرها,ta2deerha
ألف,alf
قدام,oddam
ثانية,saniya
رايق,raye2
فكرتك,fekretik
عناشف,3na$af
تقدير,ta2deer
مشغولة,mashghoola
كلمة,kalema
نجومية,nojoomeya
حد,7ad
ماسيبش,masibsh
مصرة,mosera
جعان,ga3an
بلفت,blfet
مليار,milyar
جامد,gamed
انت,ant
أصيلة,asela
بيني,bene
مستحمل,mesta7mel
تحفة,to7fa
خالص,khales
عرفه,3rafh
عطشان,3atshan
بريئة,bare2a
فكرتها,fekratha
الأجزاء,elajza2
قوية,qaweya
رؤياها,ro2yaha
هو,howa
عمامي,3mami
سلم,sellem
متفائل,motfaael
كل,koll
باب,bab
بنفسجي,banafsegy
تصميمك,ta9memek
عظيم,3azeem
غامق,ghame2
غنائي,ghena2y
استني,estanni
رؤياها,ro2yaha
متروكة,matrooka
جفاف,jafaf
قلهم,2olhom
ارجعلي,erga3li
مضطرة,motara
غرقانة,ghar2ana
طقي,t8i
جنبك,gambik
صاحب,sa7eb
مفروض,mafroud
طلق,tal2
أغاني,aghani
مرطب,mr6b
فرحه,far7a
توبة,tawba
ما,ma
متألق,mot2alleq
كفاية,kfaya
نورك,nourik
افتح,efta7
ربنا,rabena
قلبها,albaha
مشهورة,mashhoora
سحاب,sahab
محرومة,mahrooma
غدارة,ghadara
سلامات,salamat
مثالي,mesaly
أربعة,arba3a
بسيرتك,bsertk
بعرفك,b3rafak
بقلبي,b8lbi
متأكدة,mota2akeda
إخلاص,ekhlas
دماغ,demagh
مستحيلة,mosta7ela
الشحده,lsh7ade
مجذوبة,magzooba
قوي,qawy
فني,fany
غلطانه,3'ltaneh
خلود,khlood
غلبة,ghalba
جامد,gamed
مجروح,magroo7
بي,bye
بتخليكي,bt5aleke
هو,howa
سديه,sdeh
متألقة,mot2alla2a
افتح,efta7
متعب,mot3eb
ضيقة,dayye2a
اسأل,2es2al
فنانة,fannana
كمشه,kam$eh
مازال,mazal
فنان,fannan
بحضني,b7odni
لحظات,la7zat
خجلتني,5jlatni
دموع,domoo3
كلامه,kalamo
صوتي,sawte
دقيقة,da2i2a
صوتهم,sawtohom
قلهم,2olhom
وياك,weyaak
مطرة,motra
طرق,toro2
حقيقي,7agege
مواقف,mawakef
محتاجها,mehtagaha
كم,kom
دموع,domoo3
وياكي,weyaki
بدون,bidun
متألقة,mot2alla2a
استدراكي,istedraki
غيرانة,gheerana
طلق,tal2
متألقة,mot2alleqa
متألمة,mota2allema
تحدي,ta7ady
قدام,oddam
محتاجة,mehtaga
بتفسقن,btfs8n
نجمة,nagma
فضي,feddy
غلبة,ghalba
محتاجك,mehtagak
متفرحة,metfara7a
صريح,saree7
سريعة,saree3a
أيامهم,ayamhom
واقعي,wake3y
بي,bye
سيبني,sebny
متألقة,mot2alla2a
وزير,wazer
طبيعي,tabee3i
عندهم,3ndhom
دنيا,donia
وجوهكم,wjohkm
خطوبة,khotoba
صغيرة,soghayara
طويلة,tawila
بتقصر,btg9r
اب,ab
مجروحة,magroo7a
سرعه,sra3a
قوية,qaweya
دقائق,da2aye2
عمايلها,3amayelha
قاسية,qasya
جعان,ga3an
مبينه,mbaynh
اصلح,isla7
ثانية,saniya
عالم,3alm
لأجيبها,l2jebha
مصدقه,m9d8ah
مجروح,magroo7
أصيل,aseel
ايش,2esh
امرات,amrat
تجيبه,tjebo
تصميم,tasmem
أيامنا,ayamna
غيران,gheeran
مبسوطين,mabsooteen
انتي,enti
اسعد,as3ad
مغامرات,moghamarat
أربعة,arba3a
كبيره,kbeera
دقائق,da2aye2
سارعت,sar3at
نجمة,negma
ضحكتك,da7ketak
فوق,fou2
ثانية,saniya
مثالية,mesalya
متكسر,metkassar
قط,g6
الغيبه,el3'ebh
دماغها,demagha
مناسب,monasib
عمان,3amman
صادقة,sade2a
حد,7ad
هزيمة,hazima
بيسوى,beswa
أقوى,a2wa
صادق,sade2
مكتوب,maktob
غنائي,ghena2y
حبتني,habtni
متضرر,motdarer
أغاني,aghani
غدر,ghadr
حسرتي,7asrti
جامدة,gamda
انقلع,en8ale3
حئك,72k
جدعة,gad3a
