Arabize,Arabic
ba7awel,بحاول
bedo,بده
zlme,زلمه
meshta2lk,مشتائلك
ghaltana,غلطانه
el2awal,الأول
bs2lne,بسألني
3la2llh,علالله
elmshwar,المشوار
ms23ak,مسئعك
alele,اليلي
terj3,ترجع
2kh6bo6,اخطبوط
elkamal,الكمال
blba8lha,بلبقلها
tfd'lo,تفضلوا
mofa9'ala,مفاضله
bkher,بخير
nfseh,نفسيه
bal3i,بلعي
brj3,برجع
bedk,بدك
darasatak,دراستك
8a9eda,قصيده
8areha,قاريها
2htr,اهتر
yehmekom,يحميكم
ba8olk,بقلك
a9d8aa2,اصدقاء
ml7meh,ملحمه
b3zkom,بعزكم
a5leha,اخليها
we3rafi,واعرفي
39ayh,عصايه
btzakar,بتزكر
y3brni,يعبرني
etwa9'i,اتوضي
23rft,اعرفت
y9'l,يضل
jrbi,جربي
mo7tramah,محترمه
ntmansaf,نتمنسف
elsabe3,السابع
27dr,احضر
wbs2lk,وبسألك
9'eft,ضيفة
aft,عفت
arj3lkm,ارجعلكم
msr3km,مسرعكم
jbrt,جبرت
sabe8,سابق
8rar,قرار
a7otellek,احطلك
moaraha8a,مراهقه
elmo3a6er,المعطر
bt5oth,بتخوث
nshark,نشارك
a5bark,اخبارك
mlukhyh,ملوخيه
a89r,اقصر
btf$,بتفش
mzajk,مزاجك
mlou5ea,ملوخيه
83dna,قعدنا
ghda2,غداء
el7a6',الحظ
shahed,شاهد
wao,واو
tfh,تافه
tjaker,تجاكر
naf5ek,نافخك
bhbu,بحبو
8drat,قدرت
mab6egak,مابطيقك
zakeh,زاكيه
wz3tr,وزعتر
el6'hor,الظهور
b3to,بعته
mothe3,مذيع
3ezweti,عزوتي
elzana5ah,الزناخه
3zmtha,عزمتها
3'aybeh,غيبه
tshofi,تشوفي
twakl,توكل
mnl6f,منلطف
twa83etha,توقعتها
was6h,واسطه
benkum,بينكم
mshawi,مشاوي
a7rajtny,احرجتني
talt,تلت
el$3r,الشعر
ro7na,روحنا
alshbak,الشباك
leilat,ليلة
bt7bny,بتحبني
feza3a,فيزعى
yb3tlo,يبعتلو
blhabal,بالهبل
mnti,منتي
enshala,انشاءالله
searah,سيارة
lwla,لولا
askte,اسكتي
jr$,جرش
makrahtch,ما كرهتج
lhoma,اللهم
amtn,امتن
abok,ابوك
re7to,ريحته
3'bnak,غبنك
bntla3,بنطلع
3azemte,عزيمتي
so2alk,سؤالك
jakom,جاكم
9aba7at,صبحت
moti,موتي
6l3li,طلعلي
t$ofn,تشوفن
thabatat,ثابتات
falsafeh,فلسفه
asbo3',اصبغ
ja3bali,جعبالي
3arfa,عارفه
mkefeh,مكيفه
7ky,حكي
b$rfko,بشرفكو
fe,في
msh3'ol,مشغول
elzbal,الزبال
7az,حز
bnzl,بنزل
shofet,شفت
am7nsh,امحنش
bndbrha,بندبرها
26l3,اطلع
ajy,اجي
fa6'eh,فاظيه
golet,قولت
weli,وللي
7dethen,حديثين
7jy,حجي
bt3ae6,بتعيط
6abeh,طبه
b38ed,بعقد
bshrt,بشرط
hadosh,هدوش
2mlk,املك
btn7abe,بتنحبي
l9a7batkm,لصحباتكم
bashba3,بشبع
mjamdeh,مجمده
exssoarat,اكسسوارات
l2boy,لأبوي
rbthom,ربطتهم
kol$y,كلشي
mzboot,مزبوط
llmonasbat,للمناسبات
ml86,ملقط
tnfa3hen,تنفعهن
mdrseeh,مدرسه
bdonhm,بدونهم
bttthkri,بتتذكري
7awle,حاولي
twa83t,توقعت
sharm,شرم
lazga,لزقه
yshelo,يشيلو
btl3li,بطلعلي
bt3mlo,بتعملو
mfhmtish,مافهمتيش
shikli,شكلي
e5serty,اخسرتي
b3enallh,بعينالله
2i3malili,اعمليلي
n8elak,نقيلك
lo3bte,لعبتي
b7bek,بحبك
rabek,ربك
salamtek,سلامتك
areeb,أريب
s7ar,سحر
eltezamat,التزامات
yj3lna,يجعلنا
jhz,جهز
ya3ni,يعني
tukhtbe,تخطبي
6omo7k,طموحك
wkaz,وكاز
sneen,سنين
metlak,متلك
ml3on,ملعون
w6lboni,وطلبوني
y5lfn,يخلفن
bel2sboo3,بالأسبوع
5ilsat,خلصت
yakhi,ياخي
bdk,بدك
wal,وال
frjana,فرجانا
3l2sas,علأساس
bshbhni,بشبهني
la8it,لقيت
bado,بدو
nadfi,نضفي
al3ab,العب
minak,منك
3r9'ha,عرضها
tm$y,تمشي
mbso6,مبسوط
nfsanah,نفسانه
6aba,طابه
entasrna,انتصرنا
7l8at,حلقات
f36h,فعطه
esmhum,اسمهم
w7na,وحنا
bfoot,بفوت
7aflh,حفله
es2aloni,اسألوني
th8h,ثقه
btlti,بطلتي
msakeen,مسكيين
a5l9,اخلص
nkdeh,نكده
g6,قط
mo$arakah,مشاركه
na7yh,ناحيه
adrus,ادرس
b7km,بحكم
2boi,ابوي
b3rf,بعرف
jamalak,جمالك
elhamam,الحمام
bshta3'llkom,بشتغللكم
srsri,سرسري
m$klte,مشكلتي
7aykm,حيكم
bs7abo,بسحبو
r9ede,رصيدي
dafen,دافيين
fdet,فديت
6wel,طويل
roba3eh,رباعيه
3ionk,عيونك
barad,براد
bnzel,بنزل
zah8aneh,زهقانه
elfo$i,الفوشي
eshya2,اشياء
6al3eh,طالعه
arj3,ارجع
klame,كلامي
mnawren,منوررين
albak,البك
alra3d,الرعد
metlou,متله
na5dk,ناخدك
rya9'h,رياضه
jnntni,جننتني
6al3a,طلعه
betshufene,بتشوفيني
salaf,سلف
a7o6ha,احطها
blshekl,بالشكل
elmal,المال
btokle,بتوكلي
bf,بف
2bl,ئبل
yfok,يفك
shawerma,شاورما
tzakrne,تزكرني
altarteb,الترتيب
b3thatha,بعثتها
btsm3oh,بتسمعوه
moaf8ah,موافقه
mogoad,موجود
zo2e,زوئي
ytamem,يتمم
7yawn,حيوان
bdl,بدل
el3abe,العبي
el$amel,الشامل
mr3ob,مرعوب
mday2k,مدايئك
elbradi,البرادي
asawe,اسوي
el3'ebeh,الغيبه
arrab,أررب
3amlito,عاملتو
a5o,اخو
l72,الحأ
m3shb,معشب
jalseh,جالسه
$7nt,شحنت
2shta8tlk,اشتقتلك
btmt7n,بتمتحن
3'alyeh,غاليه
l3'w6,لغوط
7adret,حضرت
6amnene,طمنيني
3arask,عراسك
m95rji,مصخرجي
bt3rfihm,بتعرفهم
b5tser,بختصر
bt9f7,بتصفح
ehkilhum,يحكيلكم
aseb,اسب
3damk,عدمك
tag,تاج
5a6bt,خطبت
elthanaweh,الثانويه
ahlen,اهلين
ahlek,اهلك
kunit,كنت
bt9alah,بتصلح
akbr,اكبر
k2na,كأنه
m3jn,معجن
fesh,فيش
bshar,بشر
ybedel,يبدل
msam7en,مسامحين
haika,هيكا
allhm,اللهم
bjaha,بجاها
6'rb,ضرب
a7la,احلا
tshte3'el,تشتغل
shlm,شلم
roe2,روء
elsa3ed,السعيد
ml3m6',ملعمظ
tzakrtek,تزكرتك
toto,توتو
sokan,سكان
t36i,تعطي
elr8m,الرقم
hssa,هسا
grfan,قرفان
hna,هنا
labfhmo,لابفهمو
beljam3a,بالجامعه
elmajnoneh,المجنونه
s2ltlo,سألتله
mofedeh,مفيده
5alina,خلينا
56er,خطير
kol$i,كلشي
tsahle,تسهلي
elfa8r,الفقر
darajeh,دارجه
f3awnak,فعونك
bqdons,بقدونس
5ali,خالي
3amel,عامل
bjnn,بجنن
jedti,جدتي
b97le,بصحلي
n3'er,نغير
2l8wesma,القويسمه
khtlfna,اختلفنا
l8ollo,لقوله
murad,مراد
norkm,نوركم
mwaslate,مواصلاتي
eldenea,الدنيا
mshro3,مشروع
jabo,جابه
tzbat,تزبط
tbe3ya,طبيعيه
ele,الي
m3zom,معزوم
fares,فارس
lsank,لسانك
sheftou,شفته
tfr6i,تفرطي
36ofet,عطوفة
6$i,طشي
7sabu,حسابه
loze8,لزيق
a7lakm,احلاكم
ajza2,اجزاء
3lamti,علامتي
t$6beha,تشطبيها
ahli,اهلي
5et,خيط
me$3al,مشعل
bt7bene,بتحبيني
ahkm,احكم
2lm3nwih,المعنويه
3jnb,عجنب
tetjawaz,تتجوز
mksar,مكسر
e5rb,يخرب
btodrose,بتدرسي
bn3amer,بنعمر
btetsawr,بتتصور
mn$ar,منشار
fal7a,فالحه
elm7beh,المحبه
esallene,اسأليني
el6'hr,الظهر
ytzwjo,يتزوجو
masb7,مسبح
3la8et,علاقة
mostafez,مستفز
lbstk,لبستك
$ayfheh,شايفه
mo7trmh,محترمه
edara,اداره
tecno,تكنو
shufhom,شوفهم
m3rofha,معروفها
a5la8e,اخلاقي
grdih,قرده
mizan,ميزان
bi9',بيض
fe3,فيع
6g3,طقع
arj3lek,ارجعلك
2lgrd,القرد
elthnteen,الثنتين
3ndma,عندما
y3mlouha,يعملوها
rawan,روان
shranat,سهرانات
89mn,قصما
odamek,ئدامك
8atla,قاتله
97le,صحلي
bt7bone,يتحبوني
ra2ye,رائي
subuh,صبح
j3lha,جعلها
anbs6,انبسط
moslim,مسلم
r7lh,رحله
ayat,ايات
hmam,حمام
dkha,دكها
tafsir,تفسير
ma2dri,ماادري
2y,اي
hech,هيج
mbal$eh,مبلشه
sawili,سويلي
metwa7me,متوحمه
mkab,مكب
l8eto,لقيته
mtln,متلا
9r9or,صرصور
sho3'ol,شغل
3alme,علمي
jafaf,جفاف
krfsha,كرفشه
bdry,بدري
feeki,فيكي
bhadik,بهديك
khatib,كاتب
t7lay,تحلاي
betko,بيتكو
btqsf,بتقصف
adesh,اديش
b8dar,بقدر
ttbo5,تطبخ
3yoon,عيون
6yrthn,طيرتهن
bmwa9'e3,بمواضيع
3alje,عالجي
laziim,لازم
irhamnna,ارحمنا
2l3afyeh,العافيه
a36lo,اعطلو
ajbrha,اجبرها
3agbny,عاجبني
$ofoha,شوفوها
motkhlfen,متخلفين
ted5loush,تدخلوش
kwys,كويس
7abibti,حبيبتي
mhabel,مهابيل
ml5btah,ملخبطه
6brbor,طبربور
n$fan,نشفن
8lab,قلاب
aimta,ايمتى
bser,بسير
btfkrny,بتفكرني
washya2,واشياء
2rj3oo,ارجعه
nataly,نتالي
msafrh,مسافره
7al,حال
m32oleeh,معئوله
8amar,قمر
elfala7,الفلاح
7outa,حوته
7allek,حالك
7uuste,حصتي
mlagt,مللقت
el6afar,الطفر
ektshft,اكتشفت
ashkork,اشكرك
bl3aks,بالعكس
ento,انتوا
5la9,خلص
el8l3ah,القلعه
mesthleh,مستاهله
f6or,فطور
eshtgnalk,اشتقنالك
jayene,جايني
raneem,رنيم
b3'erha,بغيرها
trou7i,تروحي
tjr7,تجرح
ebn,ابن
a3uthu,اعوذو
wlawa7d,ولاواحد
2ele,الي
fly,فلي
mih,ميه
elsearah,السياره
howeh,هوه
blmra,بالمره
en683et,انطقعت
mloo5eyh,ملوخيه
shele,شيلي
dahab,ذهب
aji,اجي
mshkla,مشكله
mashro3,مشروع
ad7a,اضحى
ensi,انسي
6areqt,طريقة
b7asb,بحاسب
insha'allah,انشاءالله
elfondo8,الفندق
b$hdloh,بشهدله
alm7trmh,المحترمه
bao3edkom,بوعدكم
2mta,ايمتى
s7et,صحيت
t7elo,تحلو
romansiah,رومانسيه
zh8aneh,زهقانه
sa3dtni,ساعدتني
bt5oni,بتخوني
mo8refeh,مقرفه
6l3t,طلعت
trode$,ترديش
ebda,ابدا
ba7dr,بحضر
ynfa3,ينفع
8olelha,قوليلها
ahlik,اهلك
esmoh,اسمه
7bethm,حبيتهم
theab,ثياب
wento,وانتو
dnnya,دنيا
yfakrok,يفكروك
bt5wfe,بتخوفي
tjawbe,تجاوبي
seyasyeh,سياسيه
umur,امور
sab3'a,صبغه
m$ta8ah,مشتاقه
7odnha,حضنها
mm3'o9,ممغوص
9aife,صيفي
bthmni,بتهمني
mouz,موز
hrsthn,هرستهن
shbren,شبرين
o8sem,اقسم
me6awel,مطول
feye,في
mghror,مغرور
w8tha,وقتها
sakte,ساكته
fya3a,فياعه
5bro,خبره
malken,مالكن
gr6,قرط
tetl3i,تطلعي
b$antetk,بشنتتك
dftry,دفتري
nn9a7,ننصح
gblen,قبلين
soneh,سنه
ad5lo,ادخلو
3asari3,عالسريع
zeton,زيتون
bsata,بساطه
eld3oah,الدعوه
mfkre,مفكره
tobet,تبت
walk,ولك
khafe,خافي
mayten,ميتين
akayh,اكايه
7zrek,حزرك
sh3b6a,شعبطه
mjdrh,مجدره
turatheh,تراثيه
elmo9'o3,الموضوع
2bsh3k,ابشعك
kefkm,كيفكم
nwry,نوري
alathan,الاذان
btfr2,بتفرء
made7,مديح
ajwebtak,اجوبتك
2odam,أدام
albe,ألبي
sala7elden,صلاح الدين
lbn,لبن
e5tft,اختفت
9d8eni,صدقيني
r5is,رخيص
tb3i,تبعي
atzakar,اتزكر
elsalbyh,السلبيه
3kefko,عكيفكو
2sh3'loha,اشغلوها
ml3oneh,ملعونه
yly,يلي
bt9'7ki,بتضحكي
79l,حصل
sama7et,سامحت
bejki,بيجيكي
eshf2i,اشفئي
ouskti,اسكتي
sna2,سناء
7arti,حارتي
59'ra,خضراء
bde$,بديش
rdt,ردت
a3o4o,اعوذو
tarakto,تاركته
bdrasat,بدراسات
blyel,باليل
2swad,اسود
blsb3inat,بالسبعينات
a3abrlk,اعبرلك
zagfolha,زقفولها
mwaf8,موفق
9eneti,صينيتي
zyadeh,زياده
mal,مال
bkfe,بكفي
ashkalku,اشكالكو
el9alah,الصلاه
insref,انصرف
tradeni,تراضيني
est3'rbt,استغربت
trkzi,تركزي
mohanad,مهند
6aib,طيب
arodhom,اردهم
rahmt,رحمت
fhmatha,فهمتها
ytmm,يتمم
el2r9',الارض
slmi,سلمي
a7babk,احبابك
3mara,عماره
3'lbtk,غلبتك
aslatn,اصلاتن
6o8,طوق
elakel,الاكل
marwan,مروان
a$rb,اشرب
fra$ti,فرشتي
bukra,بكره
mrje3na,مرجعنا
a6l3hm,اطلعهم
hobe,حبي
b9dr,بصدر
3o6leh,عطله
bdmi,بدمي
el3zobih,العزوبيه
3oyoub,عيوب
bt5ze,بتخزي
el7ram,الحرام
zne,زني
7afleh,حفله
edogo,يدوقو
bynathom,بيناتهم
bgool,بقول
bfhamsh,بفهمش
motalaba,مطالبه
elk4ab,الكذاب
zhgto,زهقتو
8raybi,قرايبي
wa2et,وئت
beredt,بردت
awedem,اوادم
am39m9h,امعصمصه
bfrjek,بفرجيك
zaha8,زهق
2ldoctor,الدكتور
tn3'esh,تنغيش
ag3oud,اقعد
la6ef,لطيف
yjoz,يجوز
97elha,صحلها
rje3na,رجعنا
lesatak,لساتك
hsyte,حسيتي
sha5seytha,شخصيتها
2edak,ايدك
khodlak,خذلك
n3mt,نعمت
3barh,عباره
beje,بيجي
alzeft,الزفت
3'ybi,غيبي
elmo96l7,المصطلح
78k,حقك
fwat,فوات
3ndna,عندنا
m2out,مؤوت
awlad,اولاد
afra7,افراح
msha3ri,مشاعري
39a8el,عصاقيل
lma9ari,ألمصاري
3jabatek,عجبتك
tjwzi,تجوزي
7yatna,حياتنا
27ki,احكي
bsm3,بسمع
t7o6lek,تحطلك
wajbe,وجبه
t$l7e,تشلحي
kolna,كلنا
3'aleh,غاليه
btnaseb,بتناسب
b$ofha,بشوفها
btmle,بتملي
elkbere,الكبير
azdak,أصدك
jaylek,جايلك
byshmlk,بيشملك
3fyih,عافيه
halk,حالك
walek,ولك
lm3t,لمعة
79ti,حصتي
iyah,اياه
elwąrd,الورد
wa7d,واحد
sa7ba,صحبه
mhrous,مهروس
dcatra,دكاتره
tayren,طايرين
ra3'ad,رغد
ll$o3'ol,للشغل
ta5sosak,تخصصك
3aleik,عليك
elm3alem,المعلم
ne3'e$,نغش
anbs6t,انبسطت
ma5ade,ماخذه
fdolk,فضولك
mmno3,ممنوع
2lkrnk,الكرنك
jsar,جسر
mkrma,مكرمه
kolshe,كلشي
byom,بيوم
majali,مجالي
bblish,ببلش
aswelak,اسويلك
fyu$,فيوش
7elwat,حلوات
abrak,ابرك
yn3ad,ينعاد
btn97,بتنصح
a3teni,اعطيني
eltehabat,التهابات
malet,مليت
zalmeh,زلمه
el9afi,الصافي
$a7ni,شاحني
na3im,ناعم
tkrame,تكرمي
7dode,حدودي
3yonak,عيونك
lhek,لهيك
jadwal,جدول
3'9b,غصب
wd3chthn,ودعجتهن
ten,تين
b2ktr,بأكتر
6ere,طيري
boti,بوطي
za7ma,زحمه
l3rsan,العرسان
elasbab,الاسباب
aklthum,اكلتهم
3azemah,عازمه
tshuf,تشوف
afashig,افشق
t3eshe,تعيشي
b7yat,بحياة
2badan,أبدا
b3ad,بعد
ba8ulak,بقلك
khsara,خساره
tjebi,تجيبي
bshbah,بشبه
bw9lk,بوصلك
ejer,اجر
yf9'7,يفضح
$6f,شطف
motnbe,متنبي
7kalk,حكالك
9fean,صفيان
ela59'r,الاخضر
ahlamk,احلامك
mn3ml,منعمل
fostani,فستاني
mo8qbleh,مقابله
a79'ar,احضر
tlt8e,تلتقي
s7i7,صحيح
a5,اخ
tnam,تنام
$l5ti,شلختي
btb3to,بتبعتو
2ltarbiyeh,ألتربيه
y7kele,يحكيلي
5orafeh,خرافيه
nwrteli,نورتيلي
elaz2een,الازئين
ta3mo,طعمه
3'ale,غالي
2rbid,أربد
y8bl,يقبل
23bo6ek,اعبطك
blshna,بلشنا
$ft,شفت
8amos,قاموس
bara,برا
bsma3,بسمع
belbyt,بالبيت
7mdella,حمدلله
3ady,عادي
g6e3h,قطيعه
bklmten,بكلمتين
tanyeh,تانيه
aro7,اروح
modars,مدرس
tkhalīny,تخليني
azdak,اصدك
9othom,صوتهم
lat7lm,لاتحلم
konek,كونك
dmo,دمه
jhzt,جهزت
l2nski,لأنساكي
entbh,انتبه
btta5ar,بتتاخر
sa7yeh,صاحيه
m7snkm,محسنكم
hreseh,هريسه
nshof,نشوف
elta5aroj,التخرج
m5dh,مخده
7mati,حماتي
bmza7,بمزح
el3'orfeh,الغرفه
79'rtk,حضرتك
elfla$eh,الفلاشه
zaha2,زهأ
2l3afeh,العافيه
t7$e$,تحشيش
njaml,نجامل
8ltellak,قلتلك
w7a6eto,وحطيته
mdri,مدري
mt3'yer,متغير
salmeh,سالمه
te3mali,تعملي
azka,ازكا
2jaweb,اجاوب
benk,بينك
9oret,صرت
tashbeh,تشبيه
sfa7,سفاح
mosab8t,مسابقات
bgrblk,بقربلك
el2atha,الاذى
3mte,عمتي
t3wdto,تعودتو
ikon,ايكون
f,في
wijhet,واجهت
wa3,واع
t9ebo,تصيبه
lsbt,لسبت
nthaleh,نذاله
yt3alj,يتعالج
6'amni,ضامني
shlto,شلتو
n9ab,نصاب
klmtek,كلمتك
5z8hm,خزقهم
b3'dad,بغداد
m7soop,محسوب
ayamak,ايامك
b3deen,بعدين
lafeh,لفه
bt7rjni,بتحرجني
wslne,وصلني
59o9i,خصوصي
drb,درب
jm3yet,جمعية
tro7o,تروجو
na3m,نعم
zo2,زوء
btrou7,بتروح
bts2alesh,بتسأليش
zakaretne,زكرتني
tetmana,تتمنى
bdon,بدون
lmr7ala,المرحله
lhytak,لحيتك
tslmee,تسلمي
3endo,عنده
ms5m,مصخم
rakan,ركان
t7rez,تحرز
2l8esem,القسم
tnkesh,تنكيسه
3lwahdeh,عالوحده
3jbtne,عجبتني
f3aylek,فعايلك
moafe8,موافق
eltes,التيس
br8sh,برقش
sre3,سريع
elnajar,النجار
wbs,وبس
3gede,عقيدي
3eadet,عيادة
n8lh,نقله
dwr,دور
hta,حتى
boktoble,بكتبلي
hnak,هناك
el7mar,الحمار
nkashet,نكشت
mb6lah,مبطله
shoftha,شفتها
a9fon,اصفن
ashbah,اشبه
andemt,اندمت
bt$36i,بتشعطي
bl$t,بلشت
z3'rtet,زغرتت
ra9'e,راضي
jo3aneh,جوعانه
jalta,جلطه
8sdy,قصدي
sdeqe,صديقي
btstaw3eb,بتستوعب
7adrtk,حضرتك
ywme,يومي
tayeba,طيبه
rand,رند
3la8at,علاقات
raib,رايب
el8al,القال
bsalameh,بالسلامه
sba7e,صباحي
eshe,اشي
yo38al,يعقل
8adar,قادر
jaz,جاز
meskina,مسكينه
thomk,ثمك
amthel,امثل
hbibi,حبيبي
t3ayadto,تعايدتوا
fa9'e,فاضي
3'lbeh,غلبه
blani,بلاني
elkasat,الكاسات
tshedelesh,تشديلش
mamti,مامتي
msktoh,مسكته
tw8a3i,توقعي
defa3,دفاع
ele7tram,الاحترام
mra7eb,مراحب
badal,بدال
bshrfak,بشرفك
2ljom3a,الجمعه
btjakri,بتجاكري
bbali,ببالي
sa3ah,ساعه
rokab,ركاب
ytzawjne,يتزوجني
ja3lek,جعلك
m7koum,محكوم
elmadid,االمديد
2bai,اباي
m2lb,مئلب
doctorna,دكتورنا
t9'lme,تضلمي
dloo3a,دلوعه
kolhom,كلهم
muhtm,مهتم
36st,عطست
malana,مالنا
ma7ch,ماحج
w8tk,وقتك
te3mli,تعملي
mz3hn,مزعهن
daka2,ذكاء
3jbatek,عجبتك
3bartk,عبرتك
tfdl,تفضل
shawareb,شوارب
al97,الصح
l7ali,لحالي
same7,سامح
na3men,ناعمين
bgdrsh,بقدرش
sawa,سوا
areen,عرين
ghareeb,غريب
dayer,داير
2safar,اسافر
t3'ere,تغيري
wala,والله
bs7ili,بصحلي
9ade8e,صديقي
grbehn,قربيهن
b63amek,بطعمك
wma,وما
elmo7adthat,المحادثات
azeed,ازيد
b7bhom,بحبهم
a7mad,احمد
jawbtinish,جاوبتينش
mondmj,مندمج
b3edeh,بعيده
$a3ri,شعري
diriha,ديريها
mz7na,مزحنا
bttmna,بتتمنى
tmr,تمر
7loha,حلوها
tt6al3e,تتطلعي
btwj3e,بتوجعي
2esh,ايش
7kalhom,حكالهم
eslmo,يسلمو
donk,دونك
btshty,بتشتي
slfi,سلفي
b9ba7e,بصباحي
ahtm,اهتم
ananyeh,انانيه
twj3ely,توجعيلي
bt7rk,بتحرك
3azmni,عازمني
9'aheh,ضحيه
ye5lekm,يخليكم
t5yal,تخيل
3asal,عسل
ashl7,اشلح
2lbni,البني
bhal,بهل
armal,ارمل
tarkak,تاركك
alharam,الحرام
elmo5,المخ
3ersan,عرسان
tesm3e,تسمعي
zykom,زيكم
2a5er,اخر
thom,ثوم
3yonek,عيونك
shobak,شباك
sjlo,سجلو
hat,هات
3yono,عيونه
wktir,وكتير
bfedk,بفيدك
bene,بني
rwa7t,روحت
eb3teha,ابعتيها
8a9,قص
daw,دوا
bjnbhom,بجنبهم
gademeh,قديمه
8arar,قرار
darore,ضروري
abd3ti,ابدعتي
shou,شو
atraja,اترجى
sha5s,شخص
b9'hrk,بضهرك
shae,شاي
edlk,اضلك
mdrstk,مدرستك
astshrek,استشيرك
ma5deh,ماخذه
ghayrha,غيرها
7ayato,حياته
nfoot,نفوت
bnazelhen,بنزلهن
t7ote,تحطي
btdrb,بتدرب
ad,أد
6asheh,طاشه
ldiab,لديب
26rm,اطرم
shari3,شارع
fonun,فنون
mo3jbeen,معجبيين
awa2el,اوائل
golt,قولت
6l3ah,طلعه
a5f,اخف
sarle,صرلي
nkabet,أنكبت
el$aheh,الشهيه
mt3od,متعود
ast3'fr,استغفر
nari,ناري
wkelk,وكيلك
3med,عميد
2njl6t,انجلطت
mlhash,ملهاش
lat5af,لاتخاف
8bee7a,قبيحه
shklak,شكلك
8a9de,قصدي
shoflk,شوفلك
il7oma,الحمه
talbte,طلبتي
bt5afy,بتخافي
howa,هو
nawe,ناوي
25taseret,اختصرت
mnr8o9,منرقص
drase,دراسه
6lbtko,طلبتكو
3ajbo,عاجبو
ys3dhaa,يسعدها
lazmo,لازمه
drif,ضريف
nenbase6,ننبسط
5fefeh,خفيفه
shanta,شنته
aljrba,الجربا
br7loni,برحلوني
oktibi,اكتبي
elwar8h,الورقه
t5rfna,تخرفنا
2lsbab,الاسباب
yzu2,يزوء
mawqef,مواقف
mbd2yn,مبدئيا
3man,عمان
5lfk,خلفك
zedtole,زيدتولي
bktoblek,بكتبلك
la,لا
bttsali,بتتسلي
wuroud,ورود
bkfeek,بكفيك
3aleko,عليكو
6la8at,طلاقات
tla8ehm,تلاقيهم
y3aljni,يعالجني
elkoleh,الكليه
y7mek,يحميك
bsra7ah,بصراحه
na7na,نحنا
ma3andeksh,ماعندكيش
bel$ta,بالشتاء
asawelak,اسويلك
jrabto,جربته
sare3,سريع
bshtghel,بشتغل
m8bolan,مقبولا
elrabe6ah,الرابطه
mo6'fah,موظفه
fal9o,فالصو
